employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-04061,Sales,Manager,72,14,9,Points,1.17,12.22,0.77,8.6,4.6,7,0
EMP-04062,Engineering,Senior,24,4,5,PTO,0.33,120.88,0.62,7.4,4.1,4,0
EMP-04063,Operations,Mid,27,9,4,Points,0.75,9.51,0.31,7.2,4.2,1,0
EMP-04064,Engineering,Mid,40,3,1,PTO,0.25,259.16,0.5,5.8,4.5,0,0
EMP-04065,Customer Support,Manager,18,7,7,Monetary,0.58,199.99,0.47,6.5,3.3,3,0
EMP-04066,Engineering,Mid,48,10,4,Points,0.83,36.67,0.62,6.9,3.5,5,0
EMP-04067,Engineering,Mid,34,12,2,Badge,1.0,0.48,0.82,8.6,5.0,4,0
EMP-04068,Customer Support,Manager,72,7,9,Monetary,0.58,107.59,0.78,8.9,5.0,8,0
EMP-04069,Marketing,Senior,41,12,4,Badge,1.0,0.07,0.76,8.5,5.0,3,0
EMP-04070,Operations,Mid,5,4,1,Badge,0.33,2.76,0.57,6.0,4.3,6,0
EMP-04071,Sales,Mid,37,5,4,Badge,0.42,0.8,0.71,7.2,4.6,4,0
EMP-04072,Marketing,Mid,28,4,4,Points,0.33,23.91,0.6,8.2,4.1,2,0
EMP-04073,Marketing,Junior,2,4,1,Badge,0.33,4.32,0.16,4.2,3.1,5,0
EMP-04074,Marketing,Manager,98,9,3,Points,0.75,12.94,0.6,8.1,3.7,3,0
EMP-04075,Operations,Mid,32,6,2,Monetary,0.5,170.15,0.44,6.9,5.0,4,0
EMP-04076,Marketing,Manager,46,9,11,Points,0.75,39.52,0.74,6.9,3.7,5,0
EMP-04077,Sales,Junior,10,5,4,Points,0.42,42.22,0.99,6.3,3.1,6,0
EMP-04078,Engineering,Mid,31,9,1,Points,0.75,29.58,0.9,8.5,4.1,2,0
EMP-04079,Operations,Junior,1,2,1,Points,0.17,5.37,0.63,5.4,3.1,12,0
EMP-04080,Engineering,Senior,55,7,5,Points,0.58,46.57,0.42,8.0,4.0,5,0
EMP-04081,Operations,Mid,27,6,4,PTO,0.5,279.78,0.52,6.9,3.6,2,0
EMP-04082,Engineering,Mid,34,7,3,PTO,0.58,185.92,0.28,8.1,5.0,5,0
EMP-04083,Marketing,Junior,3,4,3,Points,0.33,45.67,0.41,4.9,3.3,5,0
EMP-04084,Operations,Junior,4,2,3,Monetary,0.17,71.68,0.53,4.2,4.4,6,0
EMP-04085,Engineering,Junior,11,7,2,Points,0.58,28.27,0.62,8.0,4.7,4,0
EMP-04086,Engineering,Junior,17,9,1,Badge,0.75,6.89,0.33,6.2,4.7,6,0
EMP-04087,Engineering,Mid,27,6,2,Points,0.5,27.63,0.47,7.9,,4,0
EMP-04088,Marketing,Mid,44,10,4,PTO,0.83,262.35,0.7,6.3,4.3,3,0
EMP-04089,Operations,Mid,30,4,3,Points,0.33,29.39,0.86,8.3,4.8,8,0
EMP-04090,Engineering,Mid,33,2,1,Points,0.17,12.53,0.84,6.1,2.9,5,0
EMP-04091,Operations,Junior,6,5,3,PTO,0.42,257.26,0.18,6.2,5.0,5,0
EMP-04092,Sales,Junior,21,10,1,Monetary,0.83,148.73,0.57,6.4,4.4,6,0
EMP-04093,Sales,Junior,13,7,0,Points,0.58,28.07,0.77,8.7,5.0,2,0
EMP-04094,Customer Support,Senior,45,9,2,Badge,0.75,4.98,0.58,6.4,4.7,3,0
EMP-04095,Sales,Mid,18,6,4,Badge,0.5,6.91,0.76,6.8,3.4,4,0
EMP-04096,Sales,Junior,20,11,0,Badge,0.92,6.64,0.67,7.5,3.9,7,0
EMP-04097,Engineering,Junior,1,1,1,Badge,0.08,2.61,0.89,3.9,3.9,9,1
EMP-04098,Engineering,Manager,45,13,7,Points,1.08,38.74,0.77,9.2,4.9,3,0
EMP-04099,Engineering,Senior,48,12,2,Badge,1.0,8.55,0.9,9.8,4.7,4,0
EMP-04100,Engineering,Senior,23,8,4,Monetary,0.67,66.32,1.0,8.7,3.8,4,0
EMP-04101,Marketing,Mid,26,5,4,Points,0.42,25.24,0.76,7.7,4.7,5,0
EMP-04102,Sales,Junior,9,3,0,Badge,0.25,3.05,0.97,5.3,2.8,6,0
EMP-04103,Marketing,Manager,64,7,13,Points,0.58,13.0,0.76,9.2,4.8,5,0
EMP-04104,Engineering,Senior,59,7,5,Monetary,0.58,41.13,0.62,9.0,4.9,2,0
EMP-04105,Sales,Mid,35,11,5,Badge,0.92,8.29,0.91,6.1,2.5,3,0
EMP-04106,Marketing,Senior,34,10,2,Badge,0.83,2.26,0.24,7.1,5.0,6,0
EMP-04107,Customer Support,Senior,78,11,8,Badge,0.92,6.28,0.16,5.8,4.5,5,0
EMP-04108,Engineering,Junior,1,4,3,Badge,0.33,4.37,0.67,5.6,4.1,10,0
EMP-04109,Customer Support,Mid,63,6,1,Badge,0.5,5.05,0.69,8.5,4.2,7,0
EMP-04110,Marketing,Junior,14,3,1,Badge,0.25,5.35,0.56,4.5,2.8,11,0
EMP-04111,Marketing,Junior,15,2,1,Points,0.17,32.82,0.32,6.2,3.3,4,0
EMP-04112,Sales,Senior,46,6,4,Badge,0.5,7.97,1.0,9.0,4.8,4,0
EMP-04113,Engineering,Junior,9,4,1,Points,0.33,12.95,0.7,6.2,4.2,3,0
EMP-04114,Engineering,Senior,31,5,7,Points,0.42,19.12,1.0,8.3,5.0,3,0
EMP-04115,Marketing,Manager,73,5,10,Points,0.42,10.12,0.83,7.7,3.0,4,0
EMP-04116,Sales,Junior,4,5,3,Badge,0.42,6.96,0.14,2.4,3.0,9,1
EMP-04117,Customer Support,Mid,23,4,4,Points,0.33,19.09,0.86,8.3,5.0,3,0
EMP-04118,Sales,Senior,46,8,5,Points,0.67,40.75,0.8,7.4,4.3,4,0
EMP-04119,Engineering,Senior,66,4,6,Badge,0.33,7.27,0.9,6.6,4.6,4,0
EMP-04120,Operations,Senior,77,6,7,PTO,0.5,60.78,0.79,8.9,4.7,6,0
EMP-04121,Sales,Mid,49,13,2,Badge,1.08,1.02,0.74,6.9,4.6,4,0
EMP-04122,Marketing,Mid,42,5,0,Points,0.42,32.11,0.88,5.5,4.3,5,0
EMP-04123,Operations,Mid,15,6,3,Monetary,0.5,147.81,0.46,7.2,4.2,1,0
EMP-04124,Customer Support,Manager,52,10,10,Badge,0.83,3.71,0.41,7.9,4.4,4,0
EMP-04125,Operations,Mid,32,11,2,Badge,0.92,1.99,0.32,6.7,3.9,6,0
EMP-04126,Marketing,Manager,48,11,4,Points,0.92,12.13,0.62,8.0,4.9,4,0
EMP-04127,Marketing,Junior,20,6,2,Badge,0.5,2.41,0.41,7.2,4.6,2,0
EMP-04128,Customer Support,Manager,72,10,6,Monetary,0.83,54.07,0.52,8.4,4.2,4,0
EMP-04129,Sales,Senior,57,10,3,PTO,0.83,130.31,0.77,8.3,3.8,2,0
EMP-04130,Engineering,Mid,47,6,4,Points,0.5,27.07,0.76,7.7,3.6,5,0
EMP-04131,Engineering,Mid,41,4,1,Points,0.33,35.51,0.76,6.4,4.4,4,0
EMP-04132,Engineering,Junior,3,2,1,Points,0.17,44.0,0.52,3.9,3.0,8,1
EMP-04133,Marketing,Junior,59,5,0,Points,0.42,37.61,0.53,7.8,4.6,2,0
EMP-04134,Marketing,Junior,2,0,1,Badge,0.0,6.52,0.0,1.3,2.7,16,1
EMP-04135,Marketing,Junior,2,2,1,Monetary,0.17,162.8,0.7,5.8,2.6,7,0
EMP-04136,Engineering,Mid,34,3,1,PTO,0.25,276.06,0.65,7.3,4.4,4,0
EMP-04137,Operations,Senior,84,6,2,Points,0.5,15.34,0.64,8.3,4.9,4,0
EMP-04138,Sales,Mid,27,11,1,Badge,0.92,6.22,0.81,9.2,5.0,1,0
EMP-04139,Marketing,Junior,4,7,1,Monetary,0.58,31.6,0.73,6.6,4.5,4,0
EMP-04140,Marketing,Senior,53,11,4,Points,0.92,49.62,0.65,8.8,4.2,2,0
EMP-04141,Sales,Mid,28,2,4,Badge,0.17,8.58,0.41,6.1,3.8,6,0
EMP-04142,Engineering,Manager,61,13,4,Points,1.08,21.61,0.58,10.0,3.9,2,0
EMP-04143,Engineering,Senior,48,4,3,Points,0.33,32.69,0.27,8.0,4.0,4,0
EMP-04144,Operations,Junior,31,6,3,Badge,0.5,5.45,0.75,9.0,4.9,6,0
EMP-04145,Customer Support,Mid,39,5,3,Monetary,0.42,172.73,0.72,7.4,3.9,3,0
EMP-04146,Marketing,Mid,47,3,3,Points,0.25,26.53,0.09,5.3,4.3,5,0
EMP-04147,Engineering,Junior,7,2,3,Badge,0.17,1.31,0.74,4.9,2.9,8,0
EMP-04148,Sales,Junior,11,6,1,Badge,0.5,4.8,0.77,6.6,2.9,6,0
EMP-04149,Operations,Junior,8,3,0,Points,0.25,10.33,0.43,3.3,3.5,6,1
EMP-04150,Operations,Junior,40,5,0,Badge,0.42,8.08,0.63,6.4,3.8,5,0
EMP-04151,Engineering,Mid,16,7,4,Points,0.58,12.48,0.55,6.2,4.3,9,0
EMP-04152,Engineering,Mid,14,10,2,PTO,0.83,142.3,0.77,8.8,4.7,2,0
EMP-04153,Operations,Junior,28,4,0,PTO,0.33,76.5,0.85,6.7,4.5,3,0
EMP-04154,Sales,Senior,61,15,3,Monetary,1.25,91.25,0.84,10.0,4.2,3,0
EMP-04155,Engineering,Mid,17,4,2,Monetary,0.33,193.58,0.35,8.0,4.3,2,0
EMP-04156,Engineering,Junior,1,2,1,Monetary,0.17,187.68,0.68,4.4,3.3,6,0
EMP-04157,Marketing,Junior,27,3,4,Points,0.25,30.35,0.8,5.3,3.8,4,0
EMP-04158,Operations,Junior,4,1,1,Badge,0.08,6.38,0.58,3.9,3.8,8,1
EMP-04159,Customer Support,Mid,9,3,4,Points,0.25,20.84,0.82,4.5,2.5,8,0
EMP-04160,Marketing,Junior,3,1,2,Monetary,0.08,61.83,0.74,3.9,4.0,2,1
EMP-04161,Sales,Mid,35,9,3,Points,0.75,17.51,0.8,8.1,3.4,5,0
EMP-04162,Engineering,Mid,22,6,2,Badge,0.5,0.79,0.64,8.5,4.5,4,0
EMP-04163,Marketing,Mid,32,5,3,Monetary,0.42,102.91,0.63,7.2,5.0,5,0
EMP-04164,Sales,Junior,13,6,2,Monetary,0.5,39.93,0.44,6.3,3.4,6,0
EMP-04165,Marketing,Mid,47,7,1,Points,0.58,21.76,0.72,6.5,4.1,5,0
EMP-04166,Sales,Mid,56,10,3,Badge,0.83,8.51,0.58,6.6,4.6,11,0
EMP-04167,Engineering,Senior,46,16,3,Monetary,1.33,93.4,0.96,7.2,4.1,6,0
EMP-04168,Engineering,Senior,47,11,4,Monetary,0.92,101.22,0.55,6.6,4.6,4,0
EMP-04169,Sales,Mid,22,11,2,Badge,0.92,5.27,0.73,6.8,4.8,9,0
EMP-04170,Engineering,Mid,34,1,0,Points,0.08,19.15,0.75,7.1,3.8,4,0
EMP-04171,Engineering,Mid,25,7,3,Monetary,0.58,39.38,0.38,6.6,3.4,6,0
EMP-04172,Customer Support,Manager,51,10,7,PTO,0.83,240.39,0.47,8.9,4.6,1,0
EMP-04173,Sales,Junior,6,4,2,Points,0.33,15.85,0.29,6.3,3.3,7,0
EMP-04174,Marketing,Manager,25,12,6,Points,1.0,11.54,0.56,9.4,5.0,5,0
EMP-04175,Customer Support,Senior,46,6,3,PTO,0.5,71.85,0.33,7.1,4.9,2,0
EMP-04176,Customer Support,Senior,72,8,4,Badge,0.67,6.8,0.79,7.6,4.0,1,0
EMP-04177,Marketing,Junior,18,1,1,PTO,0.08,54.29,0.6,6.6,3.9,3,0
EMP-04178,Operations,Mid,39,6,3,Points,0.5,31.7,0.56,4.6,3.8,2,0
EMP-04179,Sales,Mid,31,14,1,Badge,1.17,3.48,0.83,8.3,5.0,4,0
EMP-04180,Sales,Junior,1,3,1,Points,0.25,27.81,0.85,5.3,3.8,3,0
EMP-04181,Sales,Junior,1,8,2,PTO,0.67,276.85,0.91,6.5,4.7,6,0
EMP-04182,Marketing,Manager,67,9,8,Points,0.75,5.03,0.51,8.6,3.8,3,0
EMP-04183,Operations,Mid,15,8,1,Badge,0.67,6.35,0.65,8.2,4.1,4,0
EMP-04184,Sales,Mid,46,17,0,Points,1.42,45.22,0.54,7.7,5.0,2,0
EMP-04185,Engineering,Junior,1,6,1,Monetary,0.5,67.77,0.84,6.9,5.0,5,0
EMP-04186,Marketing,Senior,42,8,4,Monetary,0.67,45.37,0.85,6.7,4.2,5,0
EMP-04187,Engineering,Senior,38,12,5,Points,1.0,22.53,0.95,8.6,3.9,4,0
EMP-04188,Marketing,Mid,16,4,2,Badge,0.33,9.51,0.37,7.1,3.8,8,0
EMP-04189,Operations,Mid,50,4,3,Badge,0.33,5.84,0.35,6.6,3.8,3,0
EMP-04190,Operations,Mid,44,6,2,Monetary,0.5,190.73,0.48,7.7,4.6,2,0
EMP-04191,Operations,Mid,47,9,2,Badge,0.75,2.7,0.12,7.3,4.9,4,0
EMP-04192,Customer Support,Junior,8,1,2,PTO,0.08,230.32,0.21,4.9,2.7,10,0
EMP-04193,Sales,Manager,42,4,8,Badge,0.33,2.75,0.36,6.7,3.7,5,0
EMP-04194,Operations,Mid,37,3,0,Monetary,0.25,115.3,0.67,6.4,3.6,4,0
EMP-04195,Marketing,Mid,23,1,4,Badge,0.08,9.04,0.81,7.0,3.4,6,0
EMP-04196,Engineering,Mid,24,4,1,Points,0.33,8.97,0.44,6.7,4.3,3,0
EMP-04197,Engineering,Senior,67,5,6,Badge,0.42,2.96,0.45,7.6,4.2,2,0
EMP-04198,Sales,Junior,10,5,1,Points,0.42,20.96,0.62,5.5,3.0,4,0
EMP-04199,Sales,Junior,3,5,1,Badge,0.42,0.58,0.61,4.9,4.3,9,0
EMP-04200,Marketing,Senior,30,8,5,Points,0.67,15.67,0.66,7.8,3.7,4,0
EMP-04201,Operations,Mid,45,6,1,Monetary,0.5,36.02,0.63,6.1,4.2,0,0
EMP-04202,Engineering,Senior,41,7,2,PTO,0.58,123.59,0.74,6.8,,3,0
EMP-04203,Engineering,Junior,1,4,1,Badge,0.33,0.28,0.38,4.0,4.5,9,0
EMP-04204,Customer Support,Senior,56,10,5,PTO,0.83,59.66,0.56,7.1,4.6,7,0
EMP-04205,Engineering,Junior,3,3,4,Badge,0.25,2.35,0.86,5.7,3.5,3,0
EMP-04206,Sales,Junior,2,7,1,Points,0.58,22.05,0.9,5.7,4.8,7,0
EMP-04207,Marketing,Manager,33,12,2,Badge,1.0,3.98,0.63,10.0,5.0,4,0
EMP-04208,Marketing,Mid,30,4,3,Points,0.33,20.79,0.7,6.2,3.4,3,0
EMP-04209,Engineering,Mid,19,3,2,Points,0.25,28.11,0.9,7.6,4.2,2,0
EMP-04210,Engineering,Junior,14,2,3,Badge,0.17,9.13,0.68,5.9,3.7,4,0
EMP-04211,Engineering,Mid,41,5,3,Badge,0.42,4.58,0.49,7.0,4.1,4,0
EMP-04212,Marketing,Mid,33,5,4,Monetary,0.42,42.49,0.79,4.9,3.5,3,0
EMP-04213,Marketing,Manager,60,9,11,Points,0.75,35.68,0.53,8.8,5.0,4,0
EMP-04214,Engineering,Manager,49,7,4,Badge,0.58,9.56,0.54,8.1,5.0,6,0
EMP-04215,Marketing,Mid,49,11,1,Monetary,0.92,59.22,0.87,8.7,4.2,4,0
EMP-04216,Operations,Mid,30,11,2,PTO,0.92,98.41,0.66,7.7,4.1,2,0
EMP-04217,Engineering,Mid,24,4,4,Badge,0.33,2.51,0.54,7.0,3.9,3,0
EMP-04218,Sales,Senior,52,19,4,Badge,1.58,0.49,0.59,7.5,4.1,4,0
EMP-04219,Operations,Junior,7,3,1,Points,0.25,41.27,0.84,5.1,4.1,6,0
EMP-04220,Engineering,Mid,9,3,3,Points,0.25,22.15,0.92,6.3,3.4,7,0
EMP-04221,Sales,Junior,10,7,1,Badge,0.58,7.75,0.7,7.7,4.2,7,0
EMP-04222,Marketing,Junior,9,3,2,Points,0.25,33.18,0.85,5.3,3.1,3,0
EMP-04223,Customer Support,Junior,38,5,1,Badge,0.42,1.12,0.82,5.9,3.8,7,0
EMP-04224,Operations,Mid,46,9,2,Points,0.75,29.56,0.29,4.8,3.4,7,0
EMP-04225,Marketing,Senior,50,8,4,Monetary,0.67,150.34,0.36,8.6,5.0,6,0
EMP-04226,Operations,Mid,21,8,3,Points,0.67,7.19,0.41,7.1,3.7,2,0
EMP-04227,Sales,Mid,3,10,2,Points,0.83,23.95,0.89,7.5,3.2,4,0
EMP-04228,Marketing,Junior,7,8,2,Monetary,0.67,166.77,0.4,5.8,4.6,7,0
EMP-04229,Sales,Mid,18,8,0,Monetary,0.67,196.94,0.17,6.0,3.7,2,0
EMP-04230,Engineering,Junior,10,2,0,Points,0.17,36.42,0.66,7.3,3.9,2,0
EMP-04231,Operations,Mid,9,2,2,Points,0.17,18.94,0.6,5.2,4.0,9,0
EMP-04232,Marketing,Manager,93,7,5,Points,0.58,17.64,0.65,9.3,4.4,6,0
EMP-04233,Sales,Junior,5,7,0,Points,0.58,31.4,1.0,5.2,4.0,1,0
EMP-04234,Customer Support,Junior,4,2,2,Badge,0.17,9.33,0.62,1.5,2.8,14,1
EMP-04235,Engineering,Mid,45,10,2,Badge,0.83,2.28,0.39,5.9,4.6,7,0
EMP-04236,Sales,Manager,42,19,6,Points,1.58,15.38,0.59,8.4,5.0,1,0
EMP-04237,Engineering,Senior,52,9,3,Points,0.75,28.07,0.39,8.3,4.3,4,0
EMP-04238,Operations,Manager,58,13,13,Points,1.08,30.91,0.42,9.2,4.2,1,0
EMP-04239,Operations,Mid,28,6,0,Badge,0.5,9.37,0.65,9.1,3.7,1,0
EMP-04240,Sales,Manager,50,7,3,Points,0.58,19.54,0.76,8.4,5.0,6,0
EMP-04241,Marketing,Junior,6,2,2,Points,0.17,24.25,0.62,6.7,3.0,3,0
EMP-04242,Sales,Junior,29,6,2,Badge,0.5,3.57,0.82,7.0,4.1,4,0
EMP-04243,Operations,Senior,50,13,4,Badge,1.08,7.34,0.52,7.9,3.4,1,0
EMP-04244,Sales,Manager,48,12,5,Badge,1.0,3.56,0.87,7.9,4.9,2,0
EMP-04245,Sales,Junior,31,6,2,Points,0.5,24.59,0.66,9.4,5.0,2,0
EMP-04246,Customer Support,Junior,4,1,3,Monetary,0.08,88.82,0.79,5.1,2.7,12,0
EMP-04247,Engineering,Junior,1,4,0,Badge,0.33,0.28,0.56,4.8,2.9,9,0
EMP-04248,Engineering,Junior,61,8,1,Points,0.67,29.39,0.6,7.8,3.8,4,0
EMP-04249,Marketing,Junior,24,2,2,PTO,0.17,148.55,0.95,5.7,4.8,4,0
EMP-04250,Customer Support,Manager,77,9,10,Badge,0.75,1.29,0.51,6.6,2.8,12,0
EMP-04251,Sales,Senior,80,16,3,Points,1.33,32.03,0.19,7.9,3.5,6,0
EMP-04252,Engineering,Senior,41,10,7,Badge,0.83,6.89,0.55,8.0,5.0,2,0
EMP-04253,Sales,Senior,31,10,6,PTO,0.83,177.95,0.85,9.3,5.0,2,0
EMP-04254,Sales,Mid,38,9,2,Points,0.75,16.18,0.75,8.2,3.8,8,0
EMP-04255,Engineering,Senior,45,7,7,Points,0.58,29.02,0.85,8.4,,1,0
EMP-04256,Marketing,Mid,10,4,2,Points,0.33,17.5,0.18,6.4,4.8,5,0
EMP-04257,Customer Support,Mid,61,6,1,Badge,0.5,1.5,0.34,6.5,3.6,6,0
EMP-04258,Sales,Mid,25,11,6,Badge,0.92,0.96,0.99,7.0,4.8,7,0
EMP-04259,Sales,Mid,24,10,3,Badge,0.83,1.69,0.38,7.0,4.5,2,0
EMP-04260,Sales,Senior,50,7,6,Badge,0.58,9.41,0.86,4.9,2.9,10,0
EMP-04261,Engineering,Manager,91,15,8,PTO,1.25,122.46,0.75,9.5,5.0,5,0
EMP-04262,Customer Support,Mid,6,2,5,Points,0.17,33.85,0.39,5.0,3.1,6,0
EMP-04263,Sales,Senior,52,8,4,Monetary,0.67,158.66,0.36,5.4,3.6,2,0
EMP-04264,Sales,Junior,2,1,0,Monetary,0.08,123.96,0.96,3.4,4.0,10,1
EMP-04265,Marketing,Senior,81,13,5,Monetary,1.08,113.71,0.67,7.7,3.5,8,0
EMP-04266,Sales,Mid,42,9,5,Monetary,0.75,86.04,0.68,7.6,4.5,6,0
EMP-04267,Marketing,Junior,1,2,1,Points,0.17,14.23,0.52,4.3,2.8,9,0
EMP-04268,Engineering,Mid,31,9,1,Points,0.75,45.44,0.42,7.5,4.8,4,0
EMP-04269,Operations,Mid,21,8,3,Monetary,0.67,129.85,0.43,5.4,4.4,9,0
EMP-04270,Customer Support,Junior,1,2,1,Points,0.17,11.45,0.96,5.3,3.0,6,0
EMP-04271,Marketing,Manager,63,7,4,Monetary,0.58,155.36,0.94,10.0,4.8,4,0
EMP-04272,Customer Support,Junior,1,1,3,Monetary,0.08,41.69,0.77,4.2,4.0,3,0
EMP-04273,Engineering,Manager,83,8,6,Badge,0.67,5.2,0.85,7.5,4.2,4,0
EMP-04274,Sales,Senior,42,6,4,Points,0.5,7.76,0.59,7.1,4.0,5,0
EMP-04275,Marketing,Mid,41,9,1,Monetary,0.75,108.33,0.49,8.8,3.9,5,0
EMP-04276,Marketing,Mid,9,11,5,Monetary,0.92,119.66,0.86,6.9,4.1,5,0
EMP-04277,Sales,Senior,24,8,6,Badge,0.67,5.03,0.85,8.3,4.7,2,0
EMP-04278,Sales,Mid,23,3,3,Points,0.25,24.76,0.92,6.4,5.0,4,0
EMP-04279,Engineering,Senior,71,9,4,Points,0.75,15.98,0.79,9.1,4.4,4,0
EMP-04280,Sales,Mid,30,6,1,Points,0.5,9.12,0.89,8.6,4.3,3,0
EMP-04281,Engineering,Mid,34,8,3,Points,0.67,33.19,0.61,7.7,5.0,4,0
EMP-04282,Operations,Manager,65,12,11,Badge,1.0,1.54,0.55,7.8,4.7,3,0
EMP-04283,Engineering,Junior,4,7,4,Badge,0.58,3.81,0.56,7.3,4.4,7,0
EMP-04284,Engineering,Mid,21,3,2,Points,0.25,38.12,0.67,7.3,5.0,4,0
EMP-04285,Marketing,Junior,16,4,1,Points,0.33,32.29,0.29,6.4,4.4,8,0
EMP-04286,Marketing,Senior,58,13,6,Badge,1.08,8.73,0.48,8.7,5.0,4,0
EMP-04287,Customer Support,Senior,79,6,4,Badge,0.5,6.81,0.98,7.1,3.5,7,0
EMP-04288,Marketing,Junior,14,4,4,Points,0.33,47.29,0.82,6.7,4.3,5,0
EMP-04289,Sales,Junior,2,9,0,Badge,0.75,2.15,0.78,5.6,3.2,4,0
EMP-04290,Operations,Junior,42,4,2,Points,0.33,6.86,0.61,6.2,4.1,2,0
EMP-04291,Marketing,Mid,18,6,4,PTO,0.5,69.81,0.12,6.6,3.7,3,0
EMP-04292,Engineering,Mid,14,8,5,Points,0.67,14.16,0.8,8.3,4.4,2,0
EMP-04293,Marketing,Manager,66,8,7,Monetary,0.67,34.26,0.73,8.8,4.9,4,0
EMP-04294,Customer Support,Mid,56,5,1,Monetary,0.42,71.35,0.37,6.7,3.5,8,0
EMP-04295,Sales,Junior,13,5,1,Monetary,0.42,174.27,0.42,6.1,3.2,2,0
EMP-04296,Sales,Manager,84,17,5,Points,1.42,16.81,0.38,10.0,4.7,5,0
EMP-04297,Engineering,Mid,49,5,4,Points,0.42,41.72,0.24,8.0,5.0,4,0
EMP-04298,Engineering,Mid,22,4,2,Badge,0.33,3.2,0.78,5.6,5.0,9,0
EMP-04299,Sales,Junior,43,5,2,Monetary,0.42,101.59,0.34,5.9,4.5,6,0
EMP-04300,Marketing,Mid,43,6,3,Badge,0.5,8.53,0.63,8.1,4.4,3,0
EMP-04301,Engineering,Manager,41,4,9,Points,0.33,27.17,0.44,8.4,3.8,4,0
EMP-04302,Customer Support,Mid,32,8,3,Badge,0.67,1.23,0.56,6.5,3.5,4,0
EMP-04303,Operations,Mid,36,8,2,Points,0.67,21.19,0.49,7.7,5.0,6,0
EMP-04304,Marketing,Mid,14,5,1,Badge,0.42,8.14,0.34,5.3,3.8,2,0
EMP-04305,Operations,Manager,72,10,2,Points,0.83,8.19,0.56,7.4,4.4,2,0
EMP-04306,Engineering,Junior,9,5,0,Monetary,0.42,154.24,0.54,6.7,5.0,8,0
EMP-04307,Sales,Mid,54,13,3,Monetary,1.08,154.03,0.45,7.4,4.8,6,0
EMP-04308,Marketing,Manager,70,10,7,Badge,0.83,4.44,0.27,10.0,5.0,5,0
EMP-04309,Operations,Junior,69,4,1,Points,0.33,5.91,0.47,7.3,4.1,10,0
EMP-04310,Operations,Senior,50,9,1,Points,0.75,16.0,0.64,8.9,4.9,6,0
EMP-04311,Engineering,Mid,26,6,2,Badge,0.5,2.74,0.82,8.4,4.8,4,0
EMP-04312,Customer Support,Senior,53,8,4,Points,0.67,39.32,0.7,9.3,4.1,6,0
EMP-04313,Engineering,Mid,16,5,2,Badge,0.42,5.38,0.81,8.4,,3,0
EMP-04314,Customer Support,Mid,23,2,1,Badge,0.17,3.36,0.62,6.3,3.5,1,0
EMP-04315,Customer Support,Senior,16,6,5,Points,0.5,32.72,0.61,7.2,3.8,3,0
EMP-04316,Engineering,Junior,2,8,2,Monetary,0.67,43.36,0.4,6.8,4.1,4,0
EMP-04317,Operations,Mid,33,6,1,Points,0.5,49.8,0.7,8.0,3.8,6,0
EMP-04318,Engineering,Junior,34,2,5,Points,0.17,8.44,0.66,7.4,4.8,6,0
EMP-04319,Sales,Junior,10,3,0,Badge,0.25,8.23,0.87,6.3,2.9,10,0
EMP-04320,Sales,Manager,78,12,4,Monetary,1.0,102.29,0.71,8.4,4.4,0,0
EMP-04321,Marketing,Mid,29,2,3,Badge,0.17,8.88,0.63,7.0,4.1,4,0
EMP-04322,Customer Support,Manager,59,12,7,Points,1.0,13.95,0.51,8.5,2.5,4,0
EMP-04323,Marketing,Junior,54,4,0,PTO,0.33,187.7,0.59,5.3,3.6,2,0
EMP-04324,Sales,Mid,20,6,1,Badge,0.5,5.94,0.73,7.4,5.0,2,0
EMP-04325,Operations,Junior,4,2,3,Points,0.17,25.92,0.66,5.5,3.9,3,0
EMP-04326,Customer Support,Senior,74,9,5,Points,0.75,17.62,0.58,6.8,4.5,5,0
EMP-04327,Engineering,Senior,51,10,4,Points,0.83,41.46,0.42,9.9,5.0,4,0
EMP-04328,Customer Support,Junior,1,3,1,Badge,0.25,2.07,0.49,4.2,3.5,3,0
EMP-04329,Engineering,Manager,55,12,5,Badge,1.0,2.61,0.59,9.8,5.0,4,0
EMP-04330,Operations,Junior,4,1,0,Points,0.08,23.57,0.48,6.4,3.6,3,0
EMP-04331,Sales,Mid,17,8,4,Points,0.67,42.37,0.87,7.1,3.7,4,0
EMP-04332,Engineering,Manager,51,11,8,Monetary,0.92,26.41,0.82,9.2,5.0,2,0
EMP-04333,Sales,Manager,54,8,5,Points,0.67,45.24,0.52,6.7,4.0,4,0
EMP-04334,Marketing,Manager,60,12,10,Badge,1.0,5.44,0.85,8.1,4.3,3,0
EMP-04335,Sales,Mid,35,1,2,Points,0.08,9.26,0.6,4.8,3.8,2,0
EMP-04336,Engineering,Junior,4,3,2,PTO,0.25,105.66,0.87,6.3,3.3,8,0
EMP-04337,Marketing,Junior,5,2,0,Monetary,0.17,37.51,0.95,5.4,3.0,6,0
EMP-04338,Customer Support,Mid,27,6,2,PTO,0.5,162.28,0.97,7.3,3.9,2,0
EMP-04339,Sales,Senior,89,10,5,Monetary,0.83,28.29,0.5,7.1,3.9,4,0
EMP-04340,Engineering,Junior,19,3,1,PTO,0.25,218.98,0.68,6.1,4.3,1,0
